transaction_id,store_id,product_id,quantity,unit_price,transaction_ts,payment_method,cashier_id
fc1e6f6d-7cea-40ab-b6e3-91ae8287ba59,10,45,8,15.49,2026-04-12 06:48:25,card,8
6d88b796-3686-4965-8d01-debd4a73dc72,7,139,4,285.85,2026-04-03 00:50:07,card,44
cfff3fd2-8c5c-4912-92d2-fd21a7bd2ff9,9,103,3,158.68,2026-04-27 07:39:52,card,20
8377d661-76e5-4e20-b8bd-4e43859b2506,2,141,10,224.2,2026-04-04 15:09:09,card,7
0c1d68ab-2c49-4d63-ae9b-795fef7f98a9,7,178,6,51.48,2026-05-18 13:55:44,mobile,46
0decbc34-0d03-458d-857f-f76a6ef8f67f,10,130,3,145.08,2026-02-26 00:42:53,mobile,7
4d55c4ec-033e-468c-b8cd-19dc859f47d0,2,40,2,192.25,2026-04-04 11:58:28,cash,7
ed13f9f9-1f63-4962-bccb-145f949089a4,3,22,6,31.28,2026-04-06 17:47:56,contactless,4
cfcf38f1-4003-4da1-8f42-4991e5cff051,3,107,8,247.35,2026-03-19 21:50:46,mobile,31
50238735-1ef3-4f2f-b59d-5787ce56aa09,8,51,10,39.23,2026-03-12 05:21:07,cash,10
672fb1d6-33b2-4de6-85cb-ba4675b36911,8,164,1,252.4,2026-02-19 06:33:58,cash,8
44e95632-1ff2-4bd8-8e63-fc213ab2e264,8,150,15,141.77,2026-02-20 18:01:30,card,49
8fc895fa-ed25-4919-a2e8-879a252cf461,3,58,3,93.09,2026-05-15 05:28:39,cash,36
8e3bb0cb-22f1-4b85-aaae-5b4ec772f714,8,165,15,241.45,2026-04-17 01:05:51,cash,30
1d4638b2-d021-45dd-9c8f-05490bbeb64e,7,131,4,292.72,2026-02-26 03:58:05,mobile,21
f0973d21-9d72-49d3-99fe-04745e591f60,8,72,14,250.05,2026-02-19 12:57:13,card,1
d002b7bf-930c-4b7e-97b6-7b88f818c49d,6,23,11,85.92,2026-05-11 10:58:54,contactless,14
cd1c5b0f-2135-4240-a863-300e770db4fc,7,155,13,99.78,2026-03-16 05:20:30,contactless,27
389c79bd-4af9-43db-b6a1-ba5f26f7d177,9,53,20,102.52,2026-04-15 18:04:15,mobile,45
c2289673-ba16-412a-808e-925d1e366bfa,5,32,8,135.03,2026-05-02 08:29:07,contactless,34
a3673533-5910-4c43-a021-64d6abe824f9,6,186,12,123.21,2026-04-28 14:55:11,mobile,32
f649d82c-247b-4cc3-bf33-5a4c563b745c,9,164,11,104.76,2026-05-02 23:51:01,contactless,19
8d8a34ab-3d4a-416f-b536-4f5ceeb24d80,3,180,15,255.64,2026-05-04 09:22:04,mobile,21
e5492643-48df-436e-9041-7fdb32c05c59,6,28,3,210.69,2026-05-17 06:32:45,card,10
59f9f0d0-0b71-4618-be1e-ea55a6155caa,10,54,19,130.58,2026-04-01 02:49:30,mobile,35
2be960fb-7041-470a-83be-fa7e2c15dca6,1,167,17,26.95,2026-05-01 12:59:41,mobile,26
39733494-d850-47df-97af-f678f02f4767,9,94,3,2.66,2026-04-04 16:12:03,mobile,3
7d26dc22-1ba8-45f7-b834-1d39fa461b8c,7,154,16,264.7,2026-03-08 00:05:54,card,16
705dceb5-0e31-43ec-bcf6-669305d91fbf,9,180,10,280.24,2026-05-17 05:10:14,card,8
56c6ec54-3670-4d08-9a94-4bd0458c9e25,9,81,7,191.43,2026-03-02 00:01:59,card,40
7d2db3bd-49f1-4397-8dd4-6b1bc78d14ac,7,123,11,12.66,2026-05-16 06:01:51,cash,39
412da744-23e7-4f15-9291-be8ec00bcc6d,9,50,1,93.44,2026-04-07 04:42:51,mobile,42
f719bcce-0d38-40f6-af59-3cdeecd2c1e0,8,6,17,274.7,2026-03-23 17:00:59,cash,6
851d5d26-7cd7-4d1a-b4ab-cf859bfc716d,5,83,13,36.29,2026-05-16 03:19:44,contactless,36
ee710b66-cfbc-482c-bafe-9f0786a9b87b,2,97,19,98.41,2026-03-22 13:37:54,card,16
8271bb77-4d38-49c7-b1d6-4aa0818df59e,10,166,2,252.2,2026-03-29 12:37:19,mobile,48
1607252f-9d10-437a-b180-c62101910d1a,5,51,15,152.07,2026-04-16 03:51:42,card,3
f3757261-394c-49a9-8e16-9743e2a57194,3,33,10,190.37,2026-04-15 01:36:33,mobile,11
59c816a6-e0c1-4aeb-88e9-93d2f0ddbadc,3,121,12,186.27,2026-04-05 13:23:19,cash,33
3f6e3b61-dc31-47b4-9106-4de9d7c4cb15,5,64,18,158.78,2026-05-08 02:38:49,mobile,45
d8699b24-c975-4b32-b552-8ec174b21344,9,170,12,261.82,2026-04-06 06:00:50,card,13
db479e65-c0cf-4929-befa-362d6b1bf8b1,8,98,15,10.42,2026-03-27 07:56:44,contactless,41
c24af90f-6b2e-4707-9bb5-1f5b235b5be7,5,14,14,232.93,2026-03-08 03:31:43,cash,16
dbac385e-d8fa-486c-b5d1-e69f30db7760,9,43,3,211.84,2026-04-21 11:02:29,mobile,42
d6cf4976-aa1a-439b-b3b1-1e4b18f00a5e,4,154,13,39.25,2026-04-24 20:34:55,mobile,39
d51b2b70-eb94-4f7a-a02a-e5d88899152f,9,81,8,210.32,2026-03-11 03:54:38,card,8
196cdb13-5d7b-442d-a852-cbec86d087ef,7,94,11,46.33,2026-03-30 06:36:41,mobile,44
1e119efb-3bbb-4878-8c52-c6d79b219e36,3,51,8,79.9,2026-05-14 11:09:35,mobile,35
e6b694e9-c99f-4dfe-b17f-320f886ac7f4,1,29,16,186.81,2026-03-17 03:59:39,contactless,45
a4acc405-69fc-4aa6-b1ad-5c8d1653e9c8,5,75,10,234.18,2026-04-29 01:35:19,mobile,42
f254b5fa-4737-4fda-a1de-57e5bca47dd8,6,84,14,135.0,2026-03-05 23:12:58,card,17
7756cf41-34cc-4615-9303-21f25482cec3,7,93,19,73.96,2026-04-10 01:49:57,mobile,24
5a7a8a53-331e-4756-b423-17d97ebee26e,6,17,12,2.65,2026-04-16 02:34:57,contactless,20
f915fe2e-97a5-41d8-836a-6063f4507f5c,8,44,20,204.78,2026-04-16 06:06:18,mobile,38
549cb22e-3761-45e9-9eb4-1ed1c6c1c8ae,9,18,16,250.48,2026-03-30 02:53:26,cash,21
75e4d7ff-1052-4327-802f-0db8db670f5a,6,79,8,255.91,2026-03-05 02:08:32,card,7
a47ca4df-4c0c-4634-8521-ba1aa4f81f75,1,59,18,88.72,2026-04-11 02:41:03,contactless,34
51d2f166-e203-4a07-a9f0-5a0e2ecb0d6c,3,78,10,202.67,2026-04-01 22:07:51,mobile,40
8fe0fdac-1109-4982-841a-3162b6b1003c,1,50,2,43.05,2026-03-30 02:22:24,contactless,24
407be227-7a5a-4dfe-8acb-7f053db4d3a4,2,189,16,293.64,2026-05-11 13:17:48,contactless,9
6f65a986-55c9-4666-88d0-ade3cefad7ea,8,150,12,265.96,2026-05-08 23:51:07,contactless,26
6843ce01-3dbf-4125-817d-096b7a0536b9,6,142,14,271.14,2026-04-06 02:33:28,contactless,4
e698b22c-303c-4c51-8699-c57a115f636a,5,23,15,237.33,2026-04-17 19:08:14,card,8
57861098-7f95-4262-95e9-2af04a89eb5e,5,179,8,71.67,2026-04-19 04:50:59,cash,48
69c8f5eb-c9d6-491e-90d8-1187e8c43e55,1,85,15,75.14,2026-04-15 01:03:41,cash,30
dfeb8ce6-fe02-4998-9486-909f40e4f1bb,2,77,13,64.97,2026-05-01 18:18:57,card,2
20c1fecf-36c1-4b2f-978a-53bb840e7c12,7,45,19,94.21,2026-02-27 11:29:13,cash,18
80c9883c-9c8b-4523-91bd-320dd66ef33f,6,44,3,37.42,2026-04-01 11:56:40,cash,39
bacffad6-97af-4bd4-a7fe-33697caff0ec,6,55,11,178.38,2026-04-16 02:10:52,mobile,7
03e7813a-f192-4aac-b5aa-f74ffa1f5d49,8,14,14,39.5,2026-03-07 13:24:23,card,3
68b42e56-cb10-4d3f-a658-dcf0737b5477,9,39,2,79.52,2026-04-04 10:34:26,card,1
8b95f9ef-927d-42a4-9db7-3cdec04982d6,7,112,12,18.89,2026-03-20 17:37:31,mobile,16
50a37307-d849-413b-ab8b-3ab5805ce541,3,108,12,153.29,2026-03-18 01:08:31,card,32
33ceddc1-ba70-4491-9d42-731f6c90a0d4,9,154,4,247.46,2026-03-01 12:57:41,contactless,17
277d8349-4278-4deb-b9df-1e37db293266,10,175,3,29.32,2026-04-03 17:40:02,mobile,2
ff27aaa7-137e-4432-8d3f-e37ebac03cdd,3,103,2,74.51,2026-04-04 05:05:06,card,16
b51ec64c-deba-4dae-97f3-63d703a7bc21,1,7,3,114.6,2026-04-17 12:50:21,card,29
bf1ebb4b-e5de-4400-86ab-654543198188,7,156,5,79.33,2026-03-03 19:21:46,card,46
0b4ff881-b00e-4d2d-8a6f-38f7ae3daacf,10,143,11,284.81,2026-05-02 04:02:37,contactless,5
02eda234-c3d2-4b52-b247-c765061e33a5,8,23,12,71.52,2026-05-08 07:25:51,mobile,49
53d8c6db-9d15-4b14-b168-fc63a4a830ff,1,144,4,185.9,2026-03-11 01:42:47,contactless,14
1a78af5c-48fc-471c-aa44-020a74ec4164,5,164,7,163.07,2026-05-16 23:29:43,card,6
aae93ce5-49e7-4824-b912-949a23555c1d,9,58,17,226.98,2026-03-15 04:52:32,contactless,10
18d97c36-971e-4be5-8f47-7f552fd777b4,10,38,9,254.23,2026-04-24 05:16:41,card,49
04f5a281-98df-4316-939b-c6a5c698b525,10,44,6,101.14,2026-04-10 21:17:09,card,1
2eba9841-d6a4-409d-a355-6aa04adf682d,8,167,13,223.38,2026-04-24 07:29:06,card,50
c0439903-4af0-41e7-ae57-9bcbf95efcf6,10,156,7,195.29,2026-05-16 16:45:35,card,33
ca31fd85-a023-4df6-8034-30499dda6575,8,188,7,50.74,2026-04-09 17:45:14,contactless,30
8680e4bc-6a7b-4e7f-8be2-d50cb1647846,9,75,17,74.19,2026-04-16 06:16:36,card,4
9ac7e8b2-abe4-45e3-ac05-e9c2ed281dc7,4,45,10,84.24,2026-03-29 03:27:12,card,3
331a747e-d7f1-456c-a75d-a0ba089ae5e7,8,106,13,185.88,2026-04-11 03:41:17,contactless,12
fe287546-a5f3-4c6e-819c-fefe0f7d494b,8,44,20,61.31,2026-04-13 09:49:10,contactless,48
6383aa39-ae76-43a2-be53-0b58ae96a8f8,9,129,4,99.15,2026-02-28 11:09:48,contactless,34
5f383ff4-4e82-45df-bf12-71788420bdec,3,92,9,245.92,2026-04-14 18:51:50,card,31
54caedc0-2132-4b0f-b11e-c2689c417983,7,97,2,98.93,2026-04-13 02:34:43,contactless,11
5555a502-6d99-4a65-b2ef-bbc324fee68c,2,132,4,149.62,2026-03-13 21:16:59,contactless,20
c6a26d73-25f7-4527-9684-95896eb77a13,7,6,12,208.14,2026-05-08 21:16:23,cash,11
df9379fe-6bfc-4eb3-86ae-f292a3ef5251,7,122,14,9.44,2026-02-21 00:51:40,contactless,28
84beee69-e251-48d2-aba4-186100bd3dfe,3,182,9,216.32,2026-02-23 07:58:50,mobile,36
247c9242-4c94-4229-ae25-60deb1bff3c2,2,87,19,47.14,2026-03-03 02:43:49,mobile,35
add3ee72-827f-4d2b-8088-4552809d0622,10,117,20,205.28,2026-05-18 07:30:43,contactless,14
b985460e-397a-4a64-a667-ad8cbb4d6d50,9,7,18,8.09,2026-02-24 20:55:55,contactless,11
8ee60bf1-a5e9-43f9-ad26-f2590cc22f72,8,156,1,199.56,2026-05-06 04:42:07,card,40
226497bf-778b-4678-9e39-07b057dc6762,1,49,15,172.2,2026-02-28 00:33:55,card,34
b51b90c8-32af-4e2c-a895-7cf0a5341d45,4,33,10,171.14,2026-03-03 19:37:14,contactless,27
25e0c10b-f215-427a-8dd3-1e53ff0d91f9,10,115,13,174.72,2026-03-10 04:05:00,cash,20
aeed3568-df48-4d42-8975-8952d99b2515,9,196,15,263.9,2026-03-27 09:19:06,card,35
757b2491-f968-4716-9b59-882b4ec2d610,2,197,20,47.55,2026-05-13 05:53:57,mobile,11
1f75b44f-dfbe-468e-a41f-4a3bd0b2d457,10,45,2,249.34,2026-02-20 12:57:02,cash,47
d03d3e88-4898-4f98-a0d0-0fdc0c97bd56,6,167,17,32.0,2026-05-09 21:21:41,mobile,14
98844c0f-3ea2-4c86-a887-015eba6f8af5,10,23,4,138.93,2026-04-29 13:54:02,card,6
b8354472-58b5-4a2f-9297-3fbd27129204,8,130,6,90.25,2026-04-18 13:07:35,card,16
0cc5ce74-d726-4e3a-9426-781403ffc342,7,15,11,147.52,2026-04-28 06:34:01,contactless,45
c3e9424b-316a-412a-b8f2-7dd55e8c8262,2,95,19,270.27,2026-04-23 13:04:02,cash,2
c3333603-7cad-4d24-afc0-ab82ec0085cb,9,36,15,45.76,2026-05-05 09:39:43,mobile,41
f8a221dd-ee35-4e82-913c-ba48021f22a8,9,47,5,289.11,2026-05-01 06:02:05,mobile,7
2eeb228c-009f-4439-b2ee-4273d0cebb86,3,169,20,81.22,2026-04-29 05:57:36,cash,9
242f2d39-d30a-4777-9620-1f3a835dccb7,5,87,15,294.5,2026-03-28 21:52:05,contactless,35
2c96404c-3674-401a-acb5-d1a7cde4e667,3,91,7,205.06,2026-02-27 00:01:41,contactless,26
520bc813-184b-46a7-b9c6-b9b9e79c60ae,9,186,19,125.52,2026-03-28 23:04:52,mobile,23
aabc1021-36e9-4b9c-9ff7-b880177551a8,4,174,11,205.74,2026-04-11 12:36:22,cash,21
747ac6da-9dc9-47e4-bd17-e0497afacd32,5,126,17,29.44,2026-05-03 04:33:35,contactless,9
d24324c8-1d85-4dc3-b272-f8801fb30d62,1,167,2,99.67,2026-03-20 17:09:56,card,37
6fc4511b-0cee-4c96-b644-4d966e5c089d,8,69,13,246.63,2026-05-09 09:11:43,mobile,12
bd8a21b4-c631-4ae3-b08c-248c60dee2e6,8,10,10,119.72,2026-05-17 07:24:12,card,14
7920588c-37c0-4c95-95d6-b73ef5516ceb,6,105,19,248.03,2026-04-05 03:39:09,card,27
a63b474c-1c33-4909-8f2d-5d271f11778b,3,196,4,228.14,2026-03-01 21:12:12,cash,13
c63a1aab-e6f4-4897-a4a5-6b9a6ff0cb0e,9,131,20,66.48,2026-05-02 13:19:01,mobile,24
f0d59bec-0648-49ef-8764-66b42a071373,1,126,19,290.49,2026-03-13 16:33:36,cash,48
79ffba7a-1684-47eb-a478-c0bd3a0fad57,10,90,16,208.41,2026-03-07 01:01:34,card,32
e7d0c699-8293-4162-8e87-736f55b07cdc,4,135,2,111.66,2026-04-03 11:40:34,card,24
0d6ce881-1197-40e4-b6c6-d3d50302d1c9,9,37,3,152.24,2026-02-22 15:05:18,mobile,15
170d34fb-e09e-49a9-8559-cb8de7a335cb,8,27,5,47.6,2026-03-08 00:52:09,cash,29
ba68a7ae-13b9-4a8f-aa7e-f59ca89f4612,7,78,8,134.45,2026-03-14 06:36:47,contactless,24
57995f0a-b815-4240-acc5-79092b4827b7,7,1,6,232.53,2026-05-16 13:48:32,contactless,5
e566f6f0-2a9c-41b9-afce-231a6ae8d024,10,59,2,109.38,2026-03-15 05:17:31,card,17
7ffb05bf-dc60-4b9d-bfaa-a53fc0f35e5c,2,5,7,149.39,2026-02-22 12:10:01,cash,22
